CVE ID,Channel ID,Message,Timestamp,Message URL,CVE ID.1
CVE-2022-28235,1385513396,"CVE-2022-28235 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of the acroform event that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.784360,https://t.me/CVE_Updates/17540,CVE-2022-28235
CVE-2022-28235,1385513396,"CVE-2022-28235 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of the acroform event that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.784360,https://t.me/CVE_Updates/17540,CVE-2022-28235
CVE-2022-28234,1385513396,"CVE-2022-28234 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 is affected by a heap-based buffer overflow vulnerability due to insecure handling of a crafted .pdf file, potentially resulting in arbitrary code execution in the context of the current user. Exploitation requires user interaction in that a victim must open a crafted .pdf file Link:",2025-04-28 00:29:04.784589,https://t.me/CVE_Updates/17539,CVE-2022-28234
CVE-2022-28234,1385513396,"CVE-2022-28234 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 is affected by a heap-based buffer overflow vulnerability due to insecure handling of a crafted .pdf file, potentially resulting in arbitrary code execution in the context of the current user. Exploitation requires user interaction in that a victim must open a crafted .pdf file Link:",2025-04-28 00:29:04.784589,https://t.me/CVE_Updates/17539,CVE-2022-28234
CVE-2022-30596,1385513396,CVE-2022-30596 Description: A flaw was found in moodle where ID numbers displayed when bulk allocating markers to assignments required additional sanitizing to prevent a stored XSS risk. Link:,2025-04-28 00:29:04.784744,https://t.me/CVE_Updates/17538,CVE-2022-30596
CVE-2022-30596,1385513396,CVE-2022-30596 Description: A flaw was found in moodle where ID numbers displayed when bulk allocating markers to assignments required additional sanitizing to prevent a stored XSS risk. Link:,2025-04-28 00:29:04.784744,https://t.me/CVE_Updates/17538,CVE-2022-30596
CVE-2022-29445,1385513396,CVE-2022-29445 Description: Authenticated Local File Inclusion vulnerability in Wow-Company's Popup Box plugin <= 2.1.2 at WordPress. Link:,2025-04-28 00:29:04.784861,https://t.me/CVE_Updates/17537,CVE-2022-29445
CVE-2022-29445,1385513396,CVE-2022-29445 Description: Authenticated Local File Inclusion vulnerability in Wow-Company's Popup Box plugin <= 2.1.2 at WordPress. Link:,2025-04-28 00:29:04.784861,https://t.me/CVE_Updates/17537,CVE-2022-29445
CVE-2022-28924,1385513396,CVE-2022-28924 Description: An information disclosure vulnerability in UniverSIS-Students before v1.5.0 allows attackers to obtain sensitive information via a crafted GET request to the endpoint /api/students/me/courses/. Link:,2025-04-28 00:29:04.785054,https://t.me/CVE_Updates/17536,CVE-2022-28924
CVE-2022-28924,1385513396,CVE-2022-28924 Description: An information disclosure vulnerability in UniverSIS-Students before v1.5.0 allows attackers to obtain sensitive information via a crafted GET request to the endpoint /api/students/me/courses/. Link:,2025-04-28 00:29:04.785054,https://t.me/CVE_Updates/17536,CVE-2022-28924
CVE-2022-25162,1385513396,"CVE-2022-25162 Description: Improper Input Validation vulnerability in Mitsubishi Electric MELSEC iQ-F series FX5U-xMy/z versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-xMy/z versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MT/DS-TS versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MT/DSS-TS versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MR/DS-TS versions prior to 1.270 and Mitsubishi Electric MELSEC iQ-F series FX5UJ-xMy/z versions prior to 1.030 allows a remote unauthenticated attacker to cause a temporary DoS condition for the product's communication by sending specially crafted packets. Link:",2025-04-28 00:29:04.785377,https://t.me/CVE_Updates/17535,CVE-2022-25162
CVE-2022-25162,1385513396,"CVE-2022-25162 Description: Improper Input Validation vulnerability in Mitsubishi Electric MELSEC iQ-F series FX5U-xMy/z versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-xMy/z versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MT/DS-TS versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MT/DSS-TS versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MR/DS-TS versions prior to 1.270 and Mitsubishi Electric MELSEC iQ-F series FX5UJ-xMy/z versions prior to 1.030 allows a remote unauthenticated attacker to cause a temporary DoS condition for the product's communication by sending specially crafted packets. Link:",2025-04-28 00:29:04.785377,https://t.me/CVE_Updates/17535,CVE-2022-25162
CVE-2022-25161,1385513396,"CVE-2022-25161 Description: Improper Input Validation vulnerability in Mitsubishi Electric MELSEC iQ-F series FX5U-xMy/z versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-xMy/z versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MT/DS-TS versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MT/DSS-TS versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MR/DS-TS versions prior to 1.270 and Mitsubishi Electric MELSEC iQ-F series FX5UJ-xMy/z versions prior to 1.030 allows a remote unauthenticated attacker to cause a DoS condition for the product's program execution or communication by sending specially crafted packets. System reset of the product is required for recovery. Link:",2025-04-28 00:29:04.785768,https://t.me/CVE_Updates/17534,CVE-2022-25161
CVE-2022-25161,1385513396,"CVE-2022-25161 Description: Improper Input Validation vulnerability in Mitsubishi Electric MELSEC iQ-F series FX5U-xMy/z versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-xMy/z versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MT/DS-TS versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MT/DSS-TS versions prior to 1.270, Mitsubishi Electric MELSEC iQ-F series FX5UC-32MR/DS-TS versions prior to 1.270 and Mitsubishi Electric MELSEC iQ-F series FX5UJ-xMy/z versions prior to 1.030 allows a remote unauthenticated attacker to cause a DoS condition for the product's program execution or communication by sending specially crafted packets. System reset of the product is required for recovery. Link:",2025-04-28 00:29:04.785768,https://t.me/CVE_Updates/17534,CVE-2022-25161
CVE-2022-22787,1385513396,CVE-2022-22787 Description: The Zoom Client for Meetings before version 5.10.0 fails to properly validate the hostname during a server switch request. This issue could be used in a more sophisticated attack to trick an unsuspecting users client to connect to a malicious server when attempting to use Zoom services. Link:,2025-04-28 00:29:04.786019,https://t.me/CVE_Updates/17533,CVE-2022-22787
CVE-2022-22787,1385513396,CVE-2022-22787 Description: The Zoom Client for Meetings before version 5.10.0 fails to properly validate the hostname during a server switch request. This issue could be used in a more sophisticated attack to trick an unsuspecting users client to connect to a malicious server when attempting to use Zoom services. Link:,2025-04-28 00:29:04.786019,https://t.me/CVE_Updates/17533,CVE-2022-22787
CVE-2022-22778,1385513396,CVE-2022-22778 Description: The Web Server component of TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management contains an easily exploitable vulnerability that allows an unauthenticated attacker with network access to execute Cross-Site Request Forgery on the affected system. A successful attack using this vulnerability requires human interaction from a person other than the attacker. Affected releases are TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management: versions 6.1.0 and below. Link:,2025-04-28 00:29:04.786259,https://t.me/CVE_Updates/17532,CVE-2022-22778
CVE-2022-22778,1385513396,CVE-2022-22778 Description: The Web Server component of TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management contains an easily exploitable vulnerability that allows an unauthenticated attacker with network access to execute Cross-Site Request Forgery on the affected system. A successful attack using this vulnerability requires human interaction from a person other than the attacker. Affected releases are TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management: versions 6.1.0 and below. Link:,2025-04-28 00:29:04.786259,https://t.me/CVE_Updates/17532,CVE-2022-22778
CVE-2022-22777,1385513396,CVE-2022-22777 Description: The Web Server component of TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management contains easily exploitable Reflected Cross Site Scripting vulnerabilities that allow an unauthenticated attacker with network access to execute scripts targeting the affected system or the victim's local system. Affected releases are TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management: versions 6.1.0 and below. Link:,2025-04-28 00:29:04.786482,https://t.me/CVE_Updates/17531,CVE-2022-22777
CVE-2022-22777,1385513396,CVE-2022-22777 Description: The Web Server component of TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management contains easily exploitable Reflected Cross Site Scripting vulnerabilities that allow an unauthenticated attacker with network access to execute scripts targeting the affected system or the victim's local system. Affected releases are TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management: versions 6.1.0 and below. Link:,2025-04-28 00:29:04.786482,https://t.me/CVE_Updates/17531,CVE-2022-22777
CVE-2022-22776,1385513396,CVE-2022-22776 Description: The Web Server component of TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management contains easily exploitable vulnerabilities that allows a low privileged attacker with network access to execute Stored Cross Site Scripting on the affected system. A successful attack using these vulnerabilities requires human interaction from a person other than the attacker. Affected releases are TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management: versions 6.1.0 and below. Link:,2025-04-28 00:29:04.786683,https://t.me/CVE_Updates/17530,CVE-2022-22776
CVE-2022-22776,1385513396,CVE-2022-22776 Description: The Web Server component of TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management contains easily exploitable vulnerabilities that allows a low privileged attacker with network access to execute Stored Cross Site Scripting on the affected system. A successful attack using these vulnerabilities requires human interaction from a person other than the attacker. Affected releases are TIBCO Software Inc.'s TIBCO BusinessConnect Trading Community Management: versions 6.1.0 and below. Link:,2025-04-28 00:29:04.786683,https://t.me/CVE_Updates/17530,CVE-2022-22776
CVE-2022-0883,1385513396,CVE-2022-0883 Description: SLM has an issue with Windows Unquoted/Trusted Service Paths Security Issue. All installations version 9.x.x prior to 9.20.1 should be patched. Link:,2025-04-28 00:29:04.786816,https://t.me/CVE_Updates/17529,CVE-2022-0883
CVE-2022-0883,1385513396,CVE-2022-0883 Description: SLM has an issue with Windows Unquoted/Trusted Service Paths Security Issue. All installations version 9.x.x prior to 9.20.1 should be patched. Link:,2025-04-28 00:29:04.786816,https://t.me/CVE_Updates/17529,CVE-2022-0883
CVE-2021-42704,1385513396,"CVE-2021-42704 Description: Inkscape version 0.19 is vulnerable to an out-of-bounds write, which may allow an attacker to arbitrary execute code. Link:",2025-04-28 00:29:04.786909,https://t.me/CVE_Updates/17528,CVE-2021-42704
CVE-2021-42704,1385513396,"CVE-2021-42704 Description: Inkscape version 0.19 is vulnerable to an out-of-bounds write, which may allow an attacker to arbitrary execute code. Link:",2025-04-28 00:29:04.786909,https://t.me/CVE_Updates/17528,CVE-2021-42704
CVE-2021-42702,1385513396,"CVE-2021-42702 Description: Inkscape version 0.19 can access an uninitialized pointer, which may allow an attacker to have access to unauthorized information. Link:",2025-04-28 00:29:04.787000,https://t.me/CVE_Updates/17527,CVE-2021-42702
CVE-2021-42702,1385513396,"CVE-2021-42702 Description: Inkscape version 0.19 can access an uninitialized pointer, which may allow an attacker to have access to unauthorized information. Link:",2025-04-28 00:29:04.787000,https://t.me/CVE_Updates/17527,CVE-2021-42702
CVE-2021-42700,1385513396,"CVE-2021-42700 Description: Inkscape 0.19 is vulnerable to an out-of-bounds read, which may allow an attacker to have access to unauthorized information. Link:",2025-04-28 00:29:04.787099,https://t.me/CVE_Updates/17526,CVE-2021-42700
CVE-2021-42700,1385513396,"CVE-2021-42700 Description: Inkscape 0.19 is vulnerable to an out-of-bounds read, which may allow an attacker to have access to unauthorized information. Link:",2025-04-28 00:29:04.787099,https://t.me/CVE_Updates/17526,CVE-2021-42700
CVE-2021-3956,1385513396,"CVE-2021-3956 Description: A read-only authentication bypass vulnerability was reported in the Third Quarter 2021 release of Lenovo XClarity Controller firmware affecting XCC devices configured in LDAP Authentication Only Mode and using an LDAP server that supports “unauthenticated bind”, such as Microsoft Active Directory. An unauthenticated user can gain read-only access to XCC in such a configuration, thereby allowing the XCC device configuration to be viewed but not changed. XCC devices configured to use local authentication, LDAP Authentication Authorization Mode, or LDAP servers that support only “authenticated bind” and/or “anonymous bind” are not affected. Link:",2025-04-28 00:29:04.787369,https://t.me/CVE_Updates/17525,CVE-2021-3956
CVE-2021-3956,1385513396,"CVE-2021-3956 Description: A read-only authentication bypass vulnerability was reported in the Third Quarter 2021 release of Lenovo XClarity Controller firmware affecting XCC devices configured in LDAP Authentication Only Mode and using an LDAP server that supports “unauthenticated bind”, such as Microsoft Active Directory. An unauthenticated user can gain read-only access to XCC in such a configuration, thereby allowing the XCC device configuration to be viewed but not changed. XCC devices configured to use local authentication, LDAP Authentication Authorization Mode, or LDAP servers that support only “authenticated bind” and/or “anonymous bind” are not affected. Link:",2025-04-28 00:29:04.787369,https://t.me/CVE_Updates/17525,CVE-2021-3956
CVE-2022-28233,1385513396,"CVE-2022-28233 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of annotations that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.787623,https://t.me/CVE_Updates/17524,CVE-2022-28233
CVE-2022-28233,1385513396,"CVE-2022-28233 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of annotations that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.787623,https://t.me/CVE_Updates/17524,CVE-2022-28233
CVE-2022-28232,1385513396,"CVE-2022-28232 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of the collab object that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.787836,https://t.me/CVE_Updates/17523,CVE-2022-28232
CVE-2022-28232,1385513396,"CVE-2022-28232 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of the collab object that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.787836,https://t.me/CVE_Updates/17523,CVE-2022-28232
CVE-2022-28230,1385513396,"CVE-2022-28230 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of the acroform event that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.793655,https://t.me/CVE_Updates/17522,CVE-2022-28230
CVE-2022-28230,1385513396,"CVE-2022-28230 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 are affected by a use-after-free vulnerability in the processing of the acroform event that could result in arbitrary code execution in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.793655,https://t.me/CVE_Updates/17522,CVE-2022-28230
CVE-2022-28231,1385513396,"CVE-2022-28231 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 is affected by an out-of-bounds read vulnerability when processing a doc object, which could result in a read past the end of an allocated memory structure. An attacker could leverage this vulnerability to execute code in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.793937,https://t.me/CVE_Updates/17521,CVE-2022-28231
CVE-2022-28231,1385513396,"CVE-2022-28231 Description: Acrobat Reader DC versions 22.001.20085 , 20.005.3031x and 17.012.30205 is affected by an out-of-bounds read vulnerability when processing a doc object, which could result in a read past the end of an allocated memory structure. An attacker could leverage this vulnerability to execute code in the context of the current user. Exploitation of this issue requires user interaction in that a victim must open a malicious file. Link:",2025-04-28 00:29:04.793937,https://t.me/CVE_Updates/17521,CVE-2022-28231
